"region","lon","lat","obs","pred","e2","DI","AOA","dist_km","depth","exp_C0","exp_C1","exp_C2","exp_C3","exp_C4","exp_C5"
1,-71.3500024197019,-23.0499996090969,-0.331886468089992,0.0802388940339809,0.169847314105816,0.386827899264108,0,704.746495497079,7142.236328125,0.516812403388926,0.400069606568863,0.410253159461118,0.421941067447314,0.353467853097453,0.358768278457817
1,-73.3500024875281,-23.149999607401,-0.468521082957745,-0.208854112024721,0.0674269357935318,0.176555578887315,1,660.693973253593,3481.13891601562,0.319964204497291,0.362307047999979,0.327279676633021,0.304009337175959,0.301726507131258,0.301778701646982
1,-71.3500024197019,-23.3499996040092,-0.360468219266683,0.0710427024420083,0.186201675553884,0.434951862259091,0,737.381749041709,7732.7431640625,0.551924400729036,0.409830898239613,0.432055414521434,0.438126736045973,0.367377804036478,0.371784666152779
1,-73.5500024943107,-23.6499995989215,-0.552841968657781,-0.245020159641014,0.0947542661063547,0.187003832555658,1,705.299067209982,3737.17358398438,0.323957312696573,0.365984063347651,0.330986301615212,0.31252902616063,0.303765948173857,0.303276760525813
1,-70.8500024027453,-23.8499995955297,0.415280098325383,0.341658539203789,0.0054201339674944,0.238027065427327,1,803.13083789908,2505.0556640625,0.352829078842027,0.377569401106795,0.349773201553152,0.406572408961975,0.329570723667819,0.316622441016045
1,-70.8500024027453,-23.9499995938339,0.28330122870355,0.354240731611327,0.00503241307280245,0.247274755234739,1,813.895166791743,2433.04858398438,0.359882713543089,0.378851299378109,0.353292886340096,0.414590088738158,0.333181815590965,0.319225310170776
1,-70.8500024027453,-24.049999592138,0.340349014848817,0.370128195494449,0.000886799599925171,0.248350479231936,1,824.66886988271,2392.90283203125,0.360740020689175,0.378989964283545,0.353731179349967,0.418918273648198,0.33382693174757,0.319680363794439
1,-71.4500024230932,-24.2499995887462,-0.319627537029581,0.104827041212823,0.180161688990937,0.420621041888433,0,833.879079663207,7647.40966796875,0.544141277401071,0.407119373318309,0.425689410055514,0.442199805641526,0.362016021624994,0.368475396357272
1,-70.9500024061366,-25.949999559916,0.0413926851582251,0.421216320708521,0.144265994122644,0.22729214180867,1,1028.83838958775,1464.47216796875,0.345348777637631,0.375839520984386,0.346892039552358,0.42062040392764,0.336182181890999,0.322671825836059
1,-70.8500024027453,-25.949999559916,0.166259625686866,0.489405033730362,0.104422954739598,0.18172809768867,1,1030.75791554697,541.402770996094,0.321875531173428,0.364193956377717,0.330333020838757,0.411195635170044,0.341432978630566,0.348357204458054
1,-71.2500024163105,-26.0499995582201,-0.408935392973501,0.288589332188145,0.48654074221183,0.310981786126984,1,1034.66840306235,4315.6669921875,0.424068702581056,0.385975428110172,0.379579362937702,0.436956926697748,0.338743348752886,0.334495095705868
1,-70.9500024061366,-26.0499995582201,-0.136677139879544,0.401626669687896,0.289770991394819,0.258348053792934,1,1039.76385848716,1549.1875,0.369076397950387,0.3801947380015,0.358751023335594,0.433909996693734,0.345342108126739,0.329294095322095
1,-70.8500024027453,-26.0499995582201,-0.0555173278498314,0.45789922008184,0.263596551690075,0.132093945666184,1,1041.66181327788,715.180541992188,0.30732442334509,0.335691941884114,0.313256312594269,0.379731447179126,0.31366604621254,0.330037169225838
1,-71.0500024095279,-27.2499995378694,0.133538908370218,0.432326424810718,0.0892739799806819,0.225240802149775,1,1169.57019972974,1014.90972900391,0.344005548237989,0.375474348114581,0.347443058826165,0.42343811692466,0.342648168711127,0.332402614637093
1,-71.5500024264845,-27.4499995344776,-0.387216143280264,0.231520731095816,0.382835319712681,0.312792643751609,1,1171.66463297277,3972.25,0.42627350204447,0.386217285153506,0.38173833759651,0.425500478176845,0.339992445024087,0.33483463530507
1,-71.3500024197019,-27.4499995344776,-0.351667404869234,0.346788592394057,0.487840780113059,0.260521277567856,1,1179.35040333044,2358.02783203125,0.370976922374736,0.380439748364334,0.360978152458262,0.423687558528307,0.335342551289862,0.322490302261375
